ImageName,Car,Bus,Other,Bridge,Bicycle,Palm,Stair,Motorcycle,Chimney,Crosswalk,Hydrant,Traffic Light
03215.png,0.9915,0.0009,0.0006,0.0011,0.0008,0.0009,0.0007,0.001,0.0004,0.0006,0.0004,0.0011
03216.png,0.0005,0.0003,0.0012,0.994,0.0005,0.0009,0.0005,0.0004,0.0006,0.0004,0.0003,0.0004
03217.png,0.0005,0.0004,0.0005,0.0006,0.0007,0.0004,0.9936,0.0009,0.0008,0.0006,0.0004,0.0005
03218.png,0.0057,0.0035,0.028,0.004,0.0086,0.0139,0.9089,0.0052,0.0063,0.0072,0.0035,0.0051
03219.png,0.991,0.0007,0.0012,0.001,0.0012,0.0012,0.0005,0.0007,0.0003,0.0009,0.0002,0.001
03220.png,0.0016,0.0014,0.0056,0.0027,0.0019,0.0019,0.9721,0.0022,0.0065,0.0011,0.0017,0.0012
03221.png,0.9717,0.001,0.0031,0.0054,0.0011,0.0026,0.0006,0.0006,0.0006,0.0024,0.0006,0.0103
03222.png,0.9907,0.0006,0.0006,0.0011,0.0007,0.0012,0.0008,0.0009,0.0005,0.0014,0.0004,0.0011
03223.png,0.9869,0.0012,0.0009,0.0017,0.0012,0.0017,0.001,0.0021,0.0005,0.0014,0.0005,0.0009
03224.png,0.0004,0.0002,0.0004,0.0004,0.0002,0.0005,0.0003,0.0003,0.0004,0.0002,0.0003,0.9964
03225.png,0.0004,0.9967,0.0005,0.0003,0.0002,0.0003,0.0003,0.0002,0.0003,0.0003,0.0002,0.0002
03226.png,0.9526,0.0049,0.0106,0.0065,0.0043,0.0071,0.0033,0.0027,0.0024,0.0023,0.0019,0.0015
03227.png,0.9943,0.0005,0.0003,0.0006,0.0006,0.0006,0.0003,0.0007,0.0003,0.0006,0.0003,0.0009
03228.png,0.0011,0.0003,0.0004,0.0004,0.0004,0.9947,0.0005,0.0005,0.0006,0.0003,0.0003,0.0004
03229.png,0.9936,0.0005,0.0006,0.0009,0.0007,0.0006,0.0004,0.0007,0.0003,0.0005,0.0002,0.0011
03230.png,0.9655,0.0009,0.0005,0.0018,0.001,0.0021,0.0008,0.0009,0.0007,0.0036,0.0003,0.0218
03231.png,0.9753,0.0008,0.0016,0.0019,0.0017,0.0033,0.0011,0.0013,0.001,0.0066,0.001,0.0043
03232.png,0.9902,0.0006,0.0012,0.001,0.0007,0.0006,0.0004,0.0003,0.0004,0.001,0.0003,0.0033
03233.png,0.0009,0.0002,0.0007,0.0004,0.0004,0.0027,0.0004,0.0005,0.0005,0.0004,0.0003,0.9924
03234.png,0.9926,0.0009,0.0005,0.001,0.0008,0.0006,0.0006,0.0009,0.0004,0.0006,0.0005,0.0006
03235.png,0.0551,0.0025,0.0131,0.0032,0.9094,0.002,0.0037,0.004,0.0017,0.0024,0.0016,0.0012
03236.png,0.9737,0.0012,0.0023,0.0036,0.0041,0.0035,0.0019,0.0037,0.0019,0.0011,0.0013,0.0016
03237.png,0.9956,0.0007,0.0008,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0009
03238.png,0.0004,0.0005,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.9971,0.0002,0.0002
03239.png,0.0635,0.0337,0.5762,0.0601,0.0539,0.0786,0.0296,0.0246,0.0276,0.0236,0.0096,0.0188
03240.png,0.0002,0.9978,0.0003,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001
03241.png,0.99,0.0007,0.0015,0.0014,0.0011,0.0014,0.0009,0.0006,0.0006,0.0005,0.0003,0.0011
03242.png,0.0004,0.0008,0.0003,0.0002,0.0006,0.0004,0.0004,0.0006,0.0003,0.9957,0.0002,0.0002
03243.png,0.9894,0.0004,0.0034,0.0018,0.001,0.0006,0.0004,0.0005,0.0005,0.0006,0.0003,0.0011
03244.png,0.0007,0.9969,0.0004,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0001,0.0003
03245.png,0.0019,0.001,0.0015,0.0016,0.0022,0.0022,0.0039,0.9782,0.0033,0.0016,0.0014,0.0012
03246.png,0.9948,0.0005,0.0003,0.0007,0.0006,0.0005,0.0003,0.0005,0.0002,0.0006,0.0003,0.0006
03247.png,0.9904,0.0017,0.0005,0.0013,0.0009,0.0008,0.0006,0.001,0.0005,0.0009,0.0005,0.001
03248.png,0.0003,0.0007,0.0004,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.9964,0.0003,0.0003
03249.png,0.0002,0.0005,0.0005,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.9965,0.0002,0.0004
03250.png,0.9389,0.0039,0.0079,0.0078,0.0064,0.0104,0.0043,0.0056,0.0022,0.0065,0.0032,0.003
03251.png,0.0003,0.0003,0.0008,0.0004,0.0004,0.9951,0.0004,0.0004,0.0009,0.0004,0.0003,0.0004
03252.png,0.8988,0.0049,0.0112,0.0146,0.0152,0.0147,0.0074,0.0079,0.0052,0.0107,0.0043,0.0052
03253.png,0.0091,0.0011,0.9549,0.012,0.0027,0.0034,0.0054,0.0022,0.0043,0.0019,0.0007,0.0022
03254.png,0.8149,0.0031,0.1374,0.0061,0.0031,0.0182,0.0033,0.0014,0.0025,0.0048,0.0022,0.0031
03255.png,0.0002,0.0004,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9973,0.0002,0.0002
03256.png,0.0002,0.998,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
03257.png,0.1023,0.0016,0.0049,0.8664,0.0034,0.0021,0.0035,0.0023,0.0032,0.0038,0.0011,0.0053
03258.png,0.9963,0.0007,0.0004,0.0003,0.0003,0.0003,0.0002,0.0003,0.0002,0.0005,0.0002,0.0003
03259.png,0.0003,0.0003,0.0004,0.0003,0.9968,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003
03260.png,0.9491,0.0025,0.0017,0.0367,0.0013,0.0011,0.001,0.0012,0.0013,0.0014,0.0005,0.0021
03261.png,0.0002,0.998,0.0002,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
03262.png,0.992,0.001,0.0004,0.0011,0.0005,0.0012,0.0006,0.0009,0.0004,0.0009,0.0004,0.0007
03263.png,0.0013,0.0003,0.0012,0.9925,0.0005,0.0004,0.001,0.0005,0.0007,0.0005,0.0006,0.0005
03264.png,0.9825,0.0018,0.0014,0.0021,0.0018,0.0025,0.0013,0.0016,0.0009,0.0016,0.0012,0.0012
03265.png,0.995,0.0003,0.0005,0.0008,0.0005,0.0004,0.0004,0.0005,0.0003,0.0005,0.0003,0.0005
03266.png,0.9944,0.0004,0.0003,0.0007,0.0004,0.0013,0.0003,0.0005,0.0003,0.0004,0.0002,0.0007
03267.png,0.0011,0.0003,0.0006,0.0005,0.0002,0.0005,0.0002,0.0003,0.0004,0.0003,0.0002,0.9952
03268.png,0.0003,0.0002,0.0003,0.0003,0.9971,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
03269.png,0.0038,0.0016,0.0022,0.0027,0.13,0.003,0.0048,0.8422,0.004,0.0022,0.0015,0.002
03270.png,0.0003,0.0003,0.0004,0.0003,0.0002,0.0003,0.0005,0.0004,0.0003,0.9964,0.0002,0.0003
03271.png,0.0003,0.9975,0.0003,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
03272.png,0.0004,0.0006,0.0005,0.0004,0.992,0.0003,0.0004,0.0005,0.0003,0.004,0.0002,0.0002
03273.png,0.0339,0.0008,0.9298,0.0022,0.0017,0.023,0.001,0.0008,0.0015,0.0019,0.001,0.0024
03274.png,0.0002,0.0003,0.0003,0.0003,0.9971,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
03275.png,0.0007,0.0004,0.0008,0.0059,0.0003,0.0005,0.0004,0.0004,0.0006,0.0005,0.0003,0.9891
03276.png,0.0003,0.0002,0.0003,0.0002,0.9972,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
03277.png,0.9956,0.0003,0.0002,0.0003,0.0004,0.0003,0.0002,0.0004,0.0002,0.0015,0.0002,0.0005
03278.png,0.1159,0.0018,0.0049,0.0063,0.0012,0.0021,0.0015,0.0014,0.0011,0.0038,0.0005,0.8594
03279.png,0.0003,0.9981,0.0002,0.0001,0.0003,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001
03280.png,0.0002,0.0005,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9974,0.0002,0.0002
03281.png,0.0005,0.0007,0.001,0.0005,0.0003,0.0003,0.0003,0.0004,0.0006,0.9947,0.0002,0.0004
03282.png,0.0018,0.0007,0.005,0.9867,0.0007,0.0005,0.0008,0.0006,0.0015,0.0009,0.0004,0.0006
03283.png,0.9965,0.0003,0.0002,0.0004,0.0003,0.0004,0.0002,0.0004,0.0002,0.0002,0.0003,0.0005
03284.png,0.0001,0.0003,0.0002,0.0001,0.0006,0.0001,0.0002,0.0003,0.0003,0.0002,0.9975,0.0001
03285.png,0.0007,0.0003,0.0002,0.0004,0.0002,0.0005,0.0003,0.0003,0.0003,0.0004,0.0002,0.9962
03286.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0001,0.0002
03287.png,0.9654,0.0013,0.0022,0.0029,0.0012,0.0012,0.0016,0.0015,0.001,0.0028,0.0006,0.0183
03288.png,0.0002,0.0006,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003
03289.png,0.0005,0.0003,0.001,0.0003,0.0004,0.9945,0.0003,0.0004,0.0007,0.0005,0.0003,0.0008
03290.png,0.9881,0.0007,0.0013,0.0017,0.0013,0.0013,0.0009,0.0014,0.0009,0.0009,0.0008,0.0008
03291.png,0.0078,0.0012,0.0113,0.9616,0.0013,0.0081,0.0012,0.0012,0.0035,0.001,0.0008,0.0009
03292.png,0.0004,0.0003,0.0003,0.0004,0.0003,0.9958,0.0004,0.0004,0.0005,0.0005,0.0004,0.0004
03293.png,0.7533,0.0026,0.1048,0.0239,0.0049,0.0043,0.0049,0.0025,0.007,0.0032,0.001,0.0877
03294.png,0.9497,0.0014,0.0139,0.0056,0.0026,0.0129,0.0024,0.0021,0.0013,0.0031,0.0023,0.0026
03295.png,0.0002,0.998,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002
03296.png,0.9947,0.0004,0.0005,0.0008,0.0004,0.0007,0.0003,0.0005,0.0003,0.0003,0.0003,0.0007
03297.png,0.0004,0.0006,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9971,0.0001,0.0002
03298.png,0.9944,0.0004,0.0006,0.0007,0.0005,0.0008,0.0004,0.0006,0.0003,0.0003,0.0003,0.0008
03299.png,0.8919,0.0038,0.0093,0.008,0.027,0.0093,0.0051,0.0268,0.005,0.0055,0.0058,0.0027
03300.png,0.0007,0.0006,0.0023,0.0015,0.0015,0.0013,0.9819,0.0018,0.003,0.0009,0.0006,0.0039
03301.png,0.0004,0.0003,0.0007,0.0003,0.0003,0.9945,0.0003,0.0004,0.0007,0.0004,0.0004,0.0014
03302.png,0.9524,0.0033,0.025,0.0039,0.0019,0.0021,0.0017,0.0009,0.0022,0.0026,0.0004,0.0035
03303.png,0.9783,0.0005,0.0015,0.0009,0.0012,0.0004,0.0005,0.0007,0.0007,0.0012,0.0002,0.0137
03304.png,0.0182,0.0039,0.0292,0.0042,0.0048,0.9164,0.0039,0.0027,0.0072,0.0022,0.0032,0.004
03305.png,0.0002,0.0005,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.9972,0.0002,0.0002
03306.png,0.0004,0.0003,0.0004,0.0004,0.0003,0.9961,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004
03307.png,0.9823,0.0022,0.0011,0.0027,0.002,0.0018,0.0014,0.0023,0.0011,0.0009,0.001,0.0012
03308.png,0.0003,0.0003,0.0003,0.0003,0.997,0.0002,0.0003,0.0004,0.0003,0.0003,0.0002,0.0002
03309.png,0.0835,0.0047,0.8299,0.0086,0.0123,0.0148,0.0041,0.0056,0.0092,0.0064,0.0066,0.0142
03310.png,0.9938,0.0005,0.0004,0.0008,0.0007,0.0008,0.0005,0.0007,0.0003,0.0006,0.0003,0.0007
03311.png,0.8065,0.0026,0.026,0.1138,0.005,0.0031,0.0024,0.0022,0.0046,0.0027,0.0008,0.0305
03312.png,0.7906,0.0168,0.02,0.0111,0.014,0.0921,0.0084,0.0112,0.0079,0.0127,0.0102,0.0049
03313.png,0.9434,0.0445,0.0006,0.0014,0.0014,0.0016,0.0008,0.0015,0.0005,0.003,0.0005,0.0007
03314.png,0.987,0.0022,0.0009,0.0018,0.0009,0.0022,0.0008,0.0012,0.0005,0.0014,0.0004,0.0007
03315.png,0.0013,0.0008,0.0048,0.001,0.0008,0.9836,0.0008,0.0009,0.0038,0.0008,0.0006,0.0009
03316.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
03317.png,0.0151,0.0037,0.1015,0.0059,0.0046,0.0092,0.0119,0.0054,0.8322,0.0033,0.0029,0.0045
03318.png,0.3298,0.0112,0.1878,0.0355,0.0078,0.008,0.0069,0.0075,0.0122,0.0452,0.0022,0.3457
03319.png,0.0005,0.0003,0.0004,0.0003,0.9965,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
03320.png,0.0005,0.0007,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9966,0.0002,0.0006
03321.png,0.0003,0.0003,0.0003,0.0003,0.9972,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
03322.png,0.0012,0.0003,0.0007,0.0007,0.0003,0.0015,0.0004,0.0004,0.0005,0.0003,0.0002,0.9935
03323.png,0.9912,0.0011,0.0008,0.0013,0.0009,0.001,0.0006,0.0009,0.0003,0.0007,0.0004,0.0009
03324.png,0.0026,0.0006,0.0005,0.9924,0.0005,0.0005,0.0007,0.0005,0.0006,0.0004,0.0003,0.0003
03325.png,0.0112,0.0007,0.0006,0.9813,0.0007,0.0008,0.0008,0.0008,0.0008,0.001,0.0005,0.0009
03326.png,0.9905,0.0008,0.0006,0.0012,0.0006,0.001,0.0005,0.0008,0.0004,0.0009,0.0004,0.0023
03327.png,0.0004,0.9977,0.0003,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
03328.png,0.1418,0.7987,0.0067,0.0095,0.0095,0.0047,0.0061,0.0057,0.004,0.0064,0.0037,0.0032
03329.png,0.0005,0.0004,0.0008,0.0005,0.9897,0.0004,0.0008,0.0042,0.001,0.0004,0.0006,0.0006
03330.png,0.0009,0.0009,0.0091,0.0009,0.0006,0.9825,0.0008,0.0005,0.0022,0.0006,0.0004,0.0007
03331.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0001
03332.png,0.9856,0.0017,0.0009,0.002,0.0017,0.0018,0.0011,0.0019,0.0008,0.0008,0.0008,0.0009
03333.png,0.9947,0.0007,0.0008,0.0007,0.0005,0.0005,0.0003,0.0004,0.0003,0.0003,0.0003,0.0005
03334.png,0.2376,0.0023,0.0006,0.002,0.0012,0.0019,0.0009,0.0016,0.0009,0.0025,0.0009,0.7474
03335.png,0.0076,0.0007,0.0005,0.9852,0.0006,0.0008,0.0009,0.0009,0.0007,0.0008,0.0005,0.0008
03336.png,0.9814,0.0009,0.0009,0.0085,0.0012,0.0017,0.0007,0.0011,0.0009,0.0011,0.0005,0.0012
03337.png,0.969,0.0014,0.0075,0.0035,0.004,0.0018,0.0014,0.0019,0.0013,0.0017,0.0052,0.0014
03338.png,0.003,0.0014,0.0064,0.0021,0.0024,0.0015,0.0037,0.002,0.9728,0.0015,0.0016,0.0016
03339.png,0.9861,0.001,0.0052,0.001,0.0008,0.0013,0.0006,0.0008,0.0008,0.0004,0.0005,0.0015
03340.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
03341.png,0.0002,0.998,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002
03342.png,0.9907,0.0006,0.0004,0.0011,0.0006,0.001,0.0004,0.0006,0.0004,0.0008,0.0004,0.0031
03343.png,0.0005,0.0006,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9969,0.0002,0.0002
03344.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
03345.png,0.0005,0.0004,0.0005,0.0006,0.0002,0.0005,0.0004,0.0003,0.0003,0.0003,0.0003,0.9957
03346.png,0.7256,0.0034,0.0022,0.0094,0.0024,0.007,0.0028,0.0032,0.0024,0.01,0.0015,0.2302
03347.png,0.988,0.0006,0.0004,0.0011,0.0005,0.0011,0.0004,0.0006,0.0004,0.0011,0.0002,0.0056
03348.png,0.7906,0.0019,0.0261,0.0073,0.004,0.0055,0.0031,0.0037,0.0041,0.0031,0.0015,0.1492
03349.png,0.0007,0.0005,0.9882,0.0043,0.0011,0.0009,0.0005,0.0004,0.001,0.0006,0.0004,0.0015
03350.png,0.0008,0.0004,0.0003,0.0004,0.0003,0.9949,0.0003,0.0005,0.0004,0.0004,0.0003,0.001
03351.png,0.0003,0.0004,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9974,0.0001,0.0002
03352.png,0.0004,0.0008,0.0017,0.0007,0.0005,0.0003,0.0004,0.0004,0.0007,0.9936,0.0002,0.0005
03353.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
03354.png,0.8384,0.007,0.0348,0.0137,0.0229,0.0072,0.0297,0.0129,0.016,0.0045,0.0084,0.0045
03355.png,0.0014,0.0004,0.0005,0.0013,0.0005,0.9923,0.0005,0.0006,0.0008,0.0006,0.0003,0.0009
03356.png,0.1566,0.0017,0.001,0.0026,0.0019,0.0022,0.0017,0.0026,0.0012,0.002,0.0009,0.8256
03357.png,0.0002,0.0003,0.0004,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.9972,0.0002,0.0004
03358.png,0.9966,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0002,0.0004,0.0002,0.0005
03359.png,0.6431,0.0766,0.0514,0.0455,0.0658,0.0049,0.0089,0.0095,0.0132,0.0211,0.0047,0.0553
03360.png,0.0009,0.0005,0.0007,0.9929,0.0005,0.0007,0.0009,0.0005,0.0006,0.0007,0.0003,0.0007
03361.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
03362.png,0.0005,0.0002,0.0002,0.0004,0.0002,0.0004,0.0003,0.0004,0.0003,0.0003,0.0002,0.9965
03363.png,0.9857,0.0006,0.0004,0.0011,0.0006,0.0024,0.0006,0.0009,0.0003,0.0031,0.0004,0.004
03364.png,0.0005,0.0002,0.0003,0.0004,0.0002,0.0006,0.0003,0.0003,0.0003,0.0003,0.0002,0.9964
03365.png,0.0006,0.0005,0.001,0.0013,0.0008,0.0011,0.9896,0.0012,0.0023,0.0005,0.0005,0.0005
03366.png,0.0025,0.9936,0.0005,0.0003,0.0009,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0004
03367.png,0.0328,0.9534,0.001,0.0011,0.0014,0.0005,0.0009,0.0008,0.0006,0.0019,0.0004,0.0053
03368.png,0.0005,0.0006,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.997,0.0002,0.0002
03369.png,0.9953,0.0005,0.0005,0.0005,0.0004,0.0008,0.0003,0.0004,0.0003,0.0003,0.0003,0.0004
03370.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
03371.png,0.9913,0.0005,0.0012,0.0011,0.0007,0.0006,0.0005,0.0005,0.0005,0.0011,0.0004,0.0017
03372.png,0.9918,0.0008,0.0009,0.0009,0.0007,0.001,0.0006,0.0007,0.0004,0.0006,0.0005,0.0011
03373.png,0.0007,0.0004,0.0007,0.0007,0.0006,0.0008,0.9911,0.0012,0.0011,0.0007,0.0006,0.0013
03374.png,0.0006,0.0002,0.0004,0.0003,0.997,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
03375.png,0.9853,0.0008,0.0018,0.0013,0.0021,0.0019,0.0008,0.0017,0.0012,0.0007,0.0015,0.0009
03376.png,0.0004,0.0002,0.0003,0.0003,0.0002,0.9966,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004
03377.png,0.9885,0.0006,0.0005,0.0015,0.0007,0.0012,0.0007,0.0009,0.0004,0.0018,0.0005,0.0028
03378.png,0.0007,0.0006,0.0013,0.0013,0.0007,0.0005,0.9912,0.0009,0.001,0.0006,0.0004,0.0007
03379.png,0.0052,0.0006,0.0008,0.9869,0.0009,0.001,0.0008,0.0007,0.001,0.0009,0.0005,0.0007
03380.png,0.0006,0.0007,0.0033,0.0014,0.0012,0.0007,0.0012,0.0011,0.986,0.0011,0.0011,0.0014
03381.png,0.9906,0.0007,0.0007,0.0012,0.001,0.0015,0.0007,0.0011,0.0005,0.001,0.0003,0.0009
03382.png,0.0082,0.0007,0.0015,0.982,0.0007,0.0009,0.0012,0.001,0.0009,0.0011,0.001,0.0009
03383.png,0.9784,0.0007,0.0007,0.001,0.0006,0.0007,0.0004,0.0007,0.0004,0.0019,0.0004,0.0139
03384.png,0.9947,0.0005,0.0004,0.0007,0.0005,0.0006,0.0004,0.0006,0.0003,0.0004,0.0003,0.0006
03385.png,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
03386.png,0.0005,0.0002,0.0003,0.0003,0.0002,0.9965,0.0003,0.0003,0.0002,0.0003,0.0002,0.0005
03387.png,0.9882,0.0008,0.001,0.0012,0.0008,0.0018,0.0008,0.0013,0.0005,0.0022,0.0004,0.0009
03388.png,0.0042,0.0023,0.2214,0.007,0.0044,0.0026,0.0031,0.003,0.7438,0.0033,0.0028,0.0021
03389.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0002
03390.png,0.0005,0.0004,0.0014,0.9947,0.0003,0.0004,0.0005,0.0003,0.0006,0.0003,0.0002,0.0003
03391.png,0.9975,0.0002,0.0005,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
03392.png,0.0006,0.0005,0.0017,0.0011,0.0009,0.0007,0.9882,0.0015,0.0015,0.0009,0.0007,0.0018
03393.png,0.0066,0.0009,0.001,0.0009,0.0004,0.9871,0.0007,0.0006,0.0004,0.0007,0.0004,0.0003
03394.png,0.0004,0.0007,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9968,0.0002,0.0003
03395.png,0.9527,0.0017,0.0017,0.0027,0.0009,0.0015,0.0012,0.0012,0.0008,0.0014,0.0008,0.0334
03396.png,0.9955,0.0004,0.0008,0.0004,0.001,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003
03397.png,0.9952,0.0006,0.0002,0.0004,0.0003,0.0008,0.0002,0.0003,0.0002,0.0007,0.0002,0.0009
03398.png,0.0005,0.0003,0.0003,0.0003,0.9969,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002
03399.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
03400.png,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
03401.png,0.0005,0.0003,0.0005,0.0004,0.0003,0.9955,0.0004,0.0004,0.0005,0.0003,0.0004,0.0006
03402.png,0.0002,0.0004,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.9967,0.0002,0.0003
03403.png,0.0006,0.0002,0.0004,0.0004,0.0002,0.0004,0.0003,0.0003,0.0003,0.0004,0.0003,0.9961
03404.png,0.0005,0.0002,0.0005,0.0003,0.0002,0.9958,0.0003,0.0005,0.0004,0.0004,0.0003,0.0006
03405.png,0.1397,0.0034,0.4524,0.0255,0.0069,0.0124,0.0088,0.0049,0.0154,0.0076,0.0021,0.321
03406.png,0.8419,0.0013,0.0016,0.1377,0.0026,0.0029,0.0024,0.0023,0.0016,0.0024,0.0009,0.0025
03407.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
03408.png,0.0011,0.9964,0.0003,0.0004,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001
03409.png,0.0004,0.998,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
03410.png,0.1535,0.0095,0.3523,0.0386,0.0399,0.2191,0.0431,0.0248,0.0617,0.0145,0.0222,0.0207
03411.png,0.0003,0.0003,0.0003,0.0003,0.997,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002
03412.png,0.0004,0.9978,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
03413.png,0.0004,0.0003,0.0007,0.0003,0.0004,0.9958,0.0004,0.0004,0.0004,0.0003,0.0002,0.0004
03414.png,0.0002,0.0004,0.0003,0.0002,0.0062,0.0003,0.0005,0.0006,0.0006,0.0003,0.9901,0.0003
03415.png,0.0006,0.0002,0.0012,0.0005,0.0004,0.9947,0.0004,0.0004,0.0005,0.0004,0.0003,0.0005
03416.png,0.9877,0.0004,0.0024,0.0013,0.001,0.0019,0.0006,0.0012,0.0005,0.0007,0.0004,0.0019
03417.png,0.9933,0.0007,0.0007,0.001,0.0006,0.0007,0.0003,0.0004,0.0003,0.0006,0.0002,0.0012
03418.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0001
03419.png,0.0002,0.9976,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
03420.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
03421.png,0.0002,0.0004,0.0002,0.0003,0.0001,0.0002,0.0002,0.0002,0.0002,0.9973,0.0002,0.0005
03422.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
03423.png,0.0024,0.0022,0.9678,0.0035,0.0036,0.0028,0.0016,0.0012,0.0102,0.0017,0.0015,0.0015
03424.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
03425.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
03426.png,0.9922,0.0006,0.0015,0.001,0.0006,0.0011,0.0005,0.0005,0.0003,0.0006,0.0004,0.0007
03427.png,0.0008,0.0003,0.0012,0.001,0.0003,0.0013,0.0005,0.0005,0.001,0.0004,0.0005,0.9922
03428.png,0.0005,0.0003,0.0003,0.0004,0.0003,0.9961,0.0003,0.0004,0.0003,0.0003,0.0002,0.0005
03429.png,0.8154,0.0081,0.1255,0.0093,0.0053,0.006,0.0043,0.0034,0.005,0.0049,0.0043,0.0085
03430.png,0.2595,0.0048,0.0095,0.6796,0.0116,0.0103,0.0062,0.0039,0.0052,0.0027,0.003,0.0037
